domain,phylum,class,order,family,genus
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Unclassified Nocardiopsaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planomonospora
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangiaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermopolyspora
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Unclassified Streptosporangiaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiales_Incertae_Sedis,Motilibacter
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermostaphylospora
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Unclassified Thermomonosporaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Unclassified Streptosporangiales,Unclassified Streptosporangiales
Bacteria,Actinobacteriota,Actinobacteria,Unclassified Actinobacteria,Unclassified Actinobacteria,Unclassified Actinobacteria
Bacteria,Actinobacteriota,Coriobacteriia,CG2-30-50-142,CG2-30-50-142,CG2-30-50-142
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Cryptobacterium
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,DNF00809
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Uncultured Eggerthellaceae
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Uncultured Coriobacteriales,Uncultured Coriobacteriales
Bacteria,Actinobacteriota,Coriobacteriia,OPB41,OPB41,OPB41
Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108
Bacteria,Actinobacteriota,RBG-16-55-12,RBG-16-55-12,RBG-16-55-12,RBG-16-55-12
Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellales,Gaiellales
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified Gaiellales,Unclassified Gaiellales
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Uncultured Gaiellales,Uncultured Gaiellales
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM_18997
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Unclassified Solirubrobacteraceae
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Uncultured Solirubrobacteraceae
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Unclassified Solirubrobacterales,Unclassified Solirubrobacterales
Bacteria,Actinobacteriota,Thermoleophilia,Unclassified Thermoleophilia,Unclassified Thermoleophilia,Unclassified Thermoleophilia
Bacteria,Actinobacteriota,Thermoleophilia,Uncultured Thermoleophilia,Uncultured Thermoleophilia,Uncultured Thermoleophilia
Bacteria,Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota
Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales
Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified Armatimonadales,Unclassified Armatimonadales
Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadales,Chthonomonadales
Bacteria,Armatimonadota,DG-56,DG-56,DG-56,DG-56
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadales,Fimbriimonadales
Bacteria,Armatimonadota,Unclassified Armatimonadota,Unclassified Armatimonadota,Unclassified Armatimonadota,Unclassified Armatimonadota
Bacteria,Armatimonadota,Uncultured Armatimonadota,Uncultured Armatimonadota,Uncultured Armatimonadota,Uncultured Armatimonadota
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_Incertae_Sedis,Phocaeicola
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Unclassified Barnesiellaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Uncultured Barnesiellaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Uncultured Dysgonomonadaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,M2PB4-65_termite_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,[Cytophaga]_xylanolytica_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5_gut_group,p-2534-18B5_gut_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Uncultured Paludibacteraceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Unclassified Prevotellaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Uncultured Prevotellaceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Uncultured Prolixibacteraceae
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11_gut_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Unclassified Bacteroidales,Unclassified Bacteroidales
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Uncultured Bacteroidales,Uncultured Bacteroidales
Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,37-13
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Haoranjiania
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified Chitinophagaceae
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Uncultured Chitinophagaceae
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus_Aquirestis
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Membranicola
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unclassified Saprospiraceae
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Uncultured Saprospiraceae
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Unclassified Chitinophagales,Unclassified Chitinophagales
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Uncultured Chitinophagales,Uncultured Chitinophagales
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Uncultured Amoebophilaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Belliella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cesiribacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Nafulsella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unclassified Cyclobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Uncultured Cyclobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophagaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Unclassified Cytophagaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Uncultured Cytophagaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Unclassified Hymenobacteraceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unclassified Microscillaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Uncultured Microscillaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,MWH-CFBk5
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrisoma
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Huanghella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Unclassified Spirosomaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Uncultured Spirosomaceae
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified Cytophagales,Unclassified Cytophagales
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Uncultured Cytophagales,Uncultured Cytophagales
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified Cryomorphaceae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Uncultured Cryomorphaceae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Bizionia
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Galbibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Joostella
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mariniflexile
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified Flavobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Uncultured Flavobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Vitellibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Apibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Unclassified Weeksellaceae
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Uncultured Weeksellaceae
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,FFCH9454,FFCH9454
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,KD3-93
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,LiUU-11-161
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,S15-21,S15-21
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Anseongella
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pseudosphingobacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unclassified Sphingobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Uncultured Sphingobacteriaceae
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified Sphingobacteriales,Unclassified Sphingobacteriales
Bacteria,Bacteroidota,Bacteroidia,Unclassified Bacteroidia,Unclassified Bacteroidia,Unclassified Bacteroidia
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,BSV40,BSV40
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriales,Ignavibacteriales
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,LD-RB-34,LD-RB-34
Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,PHOS-HE36
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26
Bacteria,Bacteroidota,Kryptonia,Kryptoniales,MSB-3C8,MSB-3C8
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Uncultured Balneolaceae
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Salinibacter
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified Rhodothermaceae
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Uncultured Rhodothermaceae
Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,SJA-28
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified Bacteriovoracaceae
